5.940011582777290379e-05 5.774702975826915332e-05 5.640497426164794385e-05
6.586841678844526887e-05 6.439907918603455161e-05 6.361855274294384976e-05
7.088395857074168195e-05 6.579688935729026422e-05 6.537468623883060015e-05
8.321504452517836646e-05 8.880474084154286909e-05 8.799873722435238633e-05
8.790127208355293749e-05 9.271088562719173858e-05 9.125813234893081854e-05
