7.041344344935451214e-32 6.735258091062062521e-32 7.421448819859897651e-32 7.610655080176282023e-32
2.253235544364280519e-31 1.556210182516949934e-31 1.406872161779483067e-31 1.481403188864877995e-31
3.354487653088445173e-31 3.112341617266540959e-31 2.975491624184799636e-31 2.989762870381677842e-31
4.343277841673723892e-31 5.476460997683661516e-31 4.980232316044630385e-31 5.006585631260824735e-31
9.645923375049936729e-31 8.335530996391039902e-31 7.948782506846566298e-31 8.308919661258603433e-31
